"","SampleID","CollectionDate","Location","Latitude","Longitude","SnowColor","CellDensity","Astaxanthin","Lutein","ChlA","ChlB","BetaC","Pheophorbide","Pheophytin"
"122","2023-8-24-LC-algae24","8/24/2023","Lemon Creek Glacier",58.370853,-134.350767,"red",15386,9.621,11.268,21.914,12.614,4.611,4.721,5.422
"123","2023-8-24-LC-algae25","8/24/2023","Lemon Creek Glacier",58.371774,-134.352674,"algae-free",1986,1.003,0.858,9.802,3.772,3.786,3.688,0
"124","2023-8-24-LC-algae26","8/24/2023","Lemon Creek Glacier",58.363088,-134.356918,"red",13686,44.868,46.582,86.566,29.897,13.64,2.824,31.853
"125","2023-8-24-LC-algae27","8/24/2023","Lemon Creek Glacier",58.362613,-134.357149,"red",8349,43.334,43.068,101.557,22.074,16.221,4.998,33.852
"126","2023-8-24-LC-algae28","8/24/2023","Lemon Creek Glacier",58.360915,-134.35171,"algae-free",707,1.489,0.888,1.554,0.387,5.987,0,5.073
"127","2023-8-24-LC-algae29","8/24/2023","Lemon Creek Glacier",58.362939,-134.349691,"algae-free",320,15.098,16.468,31.16,18.701,10.344,10.956,12.677
"128","2023-8-24-LC-algae30","8/24/2023","Lemon Creek Glacier",58.36236781,-134.3557705,"red",349258,557.411,299.922,444.636,439.727,63.528,44.087,230.872
"129","2023-8-24-LC-algae31","8/24/2023","Lemon Creek Glacier",58.3623368,-134.355794,"red",138152,225.921,189.01,237.451,168.048,24.175,26.675,121.947
"130","2023-8-24-LC-algae32","8/24/2023","Lemon Creek Glacier",58.36221304,-134.3555946,"red",267953,272.704,173.241,313.112,260.389,51.607,6.299,229.859
"131","2023-8-24-LC-algae33","8/24/2023","Lemon Creek Glacier",58.36216446,-134.3556537,"red",302369,170.498,145.485,333.927,232.905,46.424,0.569,133.062
"132","2023-8-24-LC-algae34","8/24/2023","Lemon Creek Glacier",58.36216351,-134.3555242,"red",40720,86.606,38.631,158.402,113.685,28.504,8.357,129.737
"133","2023-8-24-LC-algae35","8/24/2023","Lemon Creek Glacier",58.36217764,-134.3552129,"red",352153,376.152,384.258,775.216,477.381,73.982,16.051,255.414
"134","2023-8-24-LC-algae36","8/24/2023","Lemon Creek Glacier",58.36205116,-134.3549763,"red",90004,75.834,68.893,153.042,136.167,17.846,0.553,68.753
"135","2023-8-24-LC-algae37","8/24/2023","Lemon Creek Glacier",58.3619559,-134.3548812,"red",144935,105.384,148.229,543.203,264.172,8.421,1.229,225.337
"136","2023-8-24-LC-algae38","8/24/2023","Lemon Creek Glacier",58.36198771,-134.3547865,"red",174754,125.591,83.5,267.002,160.627,5.492,0,163.754
"137","2023-8-24-LC-algae39","8/24/2023","Lemon Creek Glacier",58.36195065,-134.3546386,"red",44137,73.014,15.71,170.129,117.262,2.533,0,138.669
"138","2023-8-24-LC-algae40","8/24/2023","Lemon Creek Glacier",58.36196387,-134.3545247,"red",141992,114.731,82.158,380.192,166.171,14.18,0.421,165.672
"139","2023-8-24-LC-algae41","8/24/2023","Lemon Creek Glacier",58.36192722,-134.3544284,"red",172407,213.477,212.095,980.438,381.435,43.5,8.742,410.866
"140","2023-8-24-LC-algae42","8/24/2023","Lemon Creek Glacier",58.36197476,-134.354343,"red",128119,252.345,193.088,376.717,264.553,45.549,6.897,185.466
"141","2023-8-24-LC-algae43","8/24/2023","Lemon Creek Glacier",58.36204659,-134.3543088,"red",398546,431.653,478.455,640.94,538.086,194.819,24.127,454.98
"142","2023-8-24-LC-algae44","8/24/2023","Lemon Creek Glacier",58.36211804,-134.3540873,"red",177878,238.9,162.802,288.734,243.429,66.881,9.642,160.124
"143","2023-8-24-LC-algae45","8/24/2023","Lemon Creek Glacier",58.36210359,-134.3540362,"red",110961,358.545,284.884,446.449,416.974,91.669,11.392,294.373
"144","2023-8-24-LC-algae46","8/24/2023","Lemon Creek Glacier",58.36219779,-134.3540664,"red",70456,159.841,169.607,345.781,284.364,67.452,9.089,183.528
"145","2023-8-24-LC-algae47","8/24/2023","Lemon Creek Glacier",58.36224073,-134.3540718,"red",211730,94.898,55.001,202.877,90.109,11.045,12.209,82.298
"146","2023-8-24-LC-algae48","8/24/2023","Lemon Creek Glacier",58.36225164,-134.3541003,"red",294743,136.707,170.684,762.491,303.302,80.282,16.469,394.42
"147","2023-8-24-LC-algae49","8/24/2023","Lemon Creek Glacier",58.36227285,-134.3541883,"red",87466,203.96,86.181,195.143,151.487,51.062,24.995,169.407
"148","2023-8-24-LC-algae50","8/24/2023","Lemon Creek Glacier",58.36232201,-134.3542728,"red",200586,125.693,61.311,400.343,160.97,37.068,13.748,152.132
"149","2023-8-24-LC-algae51","8/24/2023","Lemon Creek Glacier",58.36233359,-134.3542792,"red",158051,115.367,130.327,350.713,193.063,66.585,15.18,191.667
"150","2023-8-24-LC-algae52","8/24/2023","Lemon Creek Glacier",58.36244553,-134.3543341,"red",326584,370.986,241.074,379.006,143.62,66.594,6.445,227.786
"151","2023-8-24-LC-algae53","8/24/2023","Lemon Creek Glacier",58.36244165,-134.3542506,"red",672155,287.421,232.228,416.809,136.806,80.339,6.194,129.529
"152","2023-8-24-LC-algae54","8/24/2023","Lemon Creek Glacier",58.36256648,-134.3545325,"red",271286,250.552,223.154,571.956,191.548,97.78,6.356,218.977
"153","2023-8-24-LC-algae55","8/24/2023","Lemon Creek Glacier",58.36256601,-134.3547498,"red",250547,394.216,373.92,1040.882,325.925,122.431,10.328,325.468
"154","2023-8-24-LC-algae56","8/24/2023","Lemon Creek Glacier",58.36271253,-134.3550275,"red",226947,260.805,248.314,462.193,155.487,108.361,6.266,154.075
"155","2023-8-24-LC-algae57","8/24/2023","Lemon Creek Glacier",58.36268351,-134.3551732,"red",247955,160.944,NA,377.007,162.842,52.232,1.176,145.767
"156","2023-8-24-LC-algae58","8/24/2023","Lemon Creek Glacier",58.36251937,-134.3552284,"red",139885,95.202,NA,230.172,92.298,24.114,0,84.77
"157","2023-8-24-LC-algae59","8/24/2023","Lemon Creek Glacier",58.3624741,-134.3551879,"red",265933,133.072,NA,357.727,149.291,49.844,0,160.142
"158","2025-02-16-PC-algae1","2/16/2025","Antarctic Peninsula",-62.93738,-60.5945,"algae-free",NA,0,0,0,1.27069521366667,0,0.977963083333333,6.529570671
"159","2025-02-16-PC-algae2","2/16/2025","Antarctic Peninsula",-62.9371,-60.59389,"algae-free",NA,0,0,0,0,0,1.09500549533333,10.22844888
"160","2025-02-16-PC-algae3","2/16/2025","Antarctic Peninsula",-62.93453,-60.5951,"algae-free",NA,0,0,0,0.480840568666667,0,1.12861767533333,13.9482988133333
"161","2025-02-19-SI-algae1","2/19/2025","Antarctic Peninsula",-68.18545,-66.99881,"algae-free",NA,76.9943222766667,1812.24936133333,2061.75038066667,4036.05825066667,942.529372533333,218.845381433333,1282.178181
"162","2025-02-19-SI-algae2","2/19/2025","Antarctic Peninsula",-68.18539,-66.99913,"red",NA,12.53037278,152.165851133333,117.920506813333,225.690466266667,18.6379050766667,23.0486863933333,79.94782447
"163","2025-02-19-SI-algae3","2/19/2025","Antarctic Peninsula",-68.18518,-67.0023,"green",NA,0,988.485928866667,1198.12169553333,2605.556774,387.392688633333,35.7833662333333,881.208230933333
"164","2025-02-19-SI-algae4","2/19/2025","Antarctic Peninsula",-68.18455,-67.00294,"red",NA,0.158747182666667,99.1759623,59.0810962766667,123.906996833333,171.739234533333,9.88266817333333,48.6760180566667
"165","2025-02-19-SI-algae5","2/19/2025","Antarctic Peninsula",-68.18422,-66.99993,"algae-free",NA,0,0,19.9016640433333,31.33903024,13.8795817426667,2.848652128,26.5115694433333
"166","2025-02-19-SI-algae6","2/19/2025","Antarctic Peninsula",-68.1855,-66.99638,"green",NA,0,378.491510633333,762.9400321,1261.88813433333,494.053777666667,35.9312258666667,430.380336866667
"167","2025-02-19-SI-algae7","2/19/2025","Antarctic Peninsula",-68.18575,-66.99792,"green",NA,0,2784.10678566667,3486.686562,7298.22185133333,4016.80017766667,416.914046933333,3700.51411633333
"168","2025-02-21-HI-algae1","2/21/2025","Antarctic Peninsula",-67.8087,-67.29562,"red",NA,135.66534215,595.68112205,537.55745885,1246.0440045,161.0699226,16.1284571,341.03971655
"169","2025-02-21-HI-algae2","2/21/2025","Antarctic Peninsula",-67.80874,-67.29564,"green",NA,6.66465866833333,2339.336955,3724.0762,7373.96723466667,1139.10409123333,177.350841766667,1731.57357766667
"170","2025-02-21-HI-algae3","2/21/2025","Antarctic Peninsula",-67.80849,-67.29615,"red",NA,319.443876266667,1185.32041866667,1383.85451833333,3734.26742033333,333.130547566667,34.4346023266667,851.7051165
"171","2025-02-21-HI-algae4","2/21/2025","Antarctic Peninsula",-67.80883,-67.29847,"green",NA,41.37057724,1276.24029066667,1461.59859766667,3306.642566,596.283648966667,88.8118353533333,878.372629233333
"172","2025-02-21-HI-algae5","2/21/2025","Antarctic Peninsula",-67.80999,-67.29809,"green",NA,0,663.170397733333,1066.787155,1714.302954,215.5368463,30.4326906233333,519.6201068
"173","2025-02-21-HI-algae6","2/21/2025","Antarctic Peninsula",-67.81003,-67.29809,"red",NA,78.8249392,510.3367749,467.566275866667,1032.2758347,212.8175823,16.1721882166667,326.217129266667
"174","2025-02-21-HI-algae7","2/21/2025","Antarctic Peninsula",-67.81004,-67.29818,"algae-free",NA,0,0,0,0.0907622223333333,0,0.655497003333333,5.859276518
"175","2025-02-21-HI-algae8","2/21/2025","Antarctic Peninsula",-67.81032,-67.29829,"red",NA,90.1257725,401.771461933333,327.1019698,850.212624533333,142.653612266667,5.41616888866667,275.569358933333
"176","2025-02-21-HI-algae9","2/21/2025","Antarctic Peninsula",-67.81031,-67.29822,"algae-free",NA,0,0,0,1.19971552,0,1.03937672,5.994566791
"177","2025-02-23-DP-algae1","2/23/2025","Antarctic Peninsula",-64.81563,-63.50404,"red",NA,180.476329233333,1402.94903033333,1380.713259,2953.373763,1915.21594833333,100.925146966667,996.1117849
"178","2025-02-23-DP-algae2","2/23/2025","Antarctic Peninsula",-64.81464,-63.50422,"red",NA,60.83639077,309.058617366667,238.037574433333,542.415672266667,629.645570933333,26.7430035166667,176.373243833333
"179","2025-02-23-DP-algae3","2/23/2025","Antarctic Peninsula",-64.8152,-63.50433,"green",NA,71.1269338333333,1427.54478,1067.01737033333,2422.17445733333,1139.73583766667,48.1329107033333,697.5224803
"180","2025-02-23-DP-algae4","2/23/2025","Antarctic Peninsula",-64.8152,-63.50451,"algae-free",NA,3.4275052,0,4.51009266666667,16.1227761866667,4.10847308233333,1.86246782233333,12.396911667
"181","2025-02-23-DP-algae5","2/23/2025","Antarctic Peninsula",-64.81529,-63.50492,"red",NA,443.6969222,2552.54651133333,1867.376845,4758.193903,3066.86094333333,149.523467666667,904.1159212
"182","2025-02-23-DP-algae6","2/23/2025","Antarctic Peninsula",-64.81529,-63.50492,"green",NA,393.1930566,2853.68975933333,3024.45758533333,6811.74163266667,2385.334111,192.733152133333,1650.515
"183","2025-02-23-DP-algae7","2/23/2025","Antarctic Peninsula",-65.8154,-63.50492,"red",NA,153.432769633333,1535.96735366667,1520.42287133333,2629.271794,2932.40284533333,85.2178777133333,1053.398527
"184","2025-02-23-DP-algae8","2/23/2025","Antarctic Peninsula",-63.8154,-63.50499,"green",NA,646.943565566667,7696.08664466667,11939.0830133333,22113.39871,10272.940382,735.146590133333,6864.38065566667
"185","2025-02-23-DP-algae9","2/23/2025","Antarctic Peninsula",-64.81598,-63.50537,"algae-free",NA,0.0907097143333333,0,0,2.89278857166667,0,0.814919815666667,8.44854290133333
"186","2025-02-23-DP-algae10","2/23/2025","Antarctic Peninsula",-64.81611,-63.5056,"red",NA,255.079183066667,135.2586324,321.5788354,438.1126734,42.8464723733333,19.0400628666667,163.228695366667
"187","2025-02-23-DP-algae11","2/23/2025","Antarctic Peninsula",-64.81671,-63.50529,"green",NA,101.967265046667,621.680239733333,1324.96193033333,2708.30454533333,506.093886666667,228.851650966667,802.5274845
"188","2025-02-24-DA-algae1","2/24/2025","Antarctic Peninsula",-64.7295,-62.60036,"green",NA,0,252.048706166667,962.844263333333,1956.91546566667,1202.05698933333,33.7274839233333,881.771595166667
"189","2025-02-24-DA-algae2","2/24/2025","Antarctic Peninsula",-64.72946,-62.59961,"red",NA,133.651302,516.143648333333,648.587961766667,1464.48098266667,1176.15836466667,32.2693971533333,739.593264366667
"190","2025-02-24-DA-algae3","2/24/2025","Antarctic Peninsula",-64.73044,-62.59956,"red",NA,0,0,91.6772458,229.541738133333,414.003337533333,12.7248013,109.3793029
"191","2025-02-24-DA-algae4","2/24/2025","Antarctic Peninsula",-64.72988,-62.59895,"green",NA,80.6537391666667,5638.023321,12524.7116333333,28636.70409,16100.3249766667,617.88224031,12257.8491866667
"192","2025-02-24-DA-algae5","2/24/2025","Antarctic Peninsula",-64.73,-62.59862,"red",NA,302.143098633333,3975.29735966667,3224.74872,6239.24873533333,5471.69685466667,233.750721666667,2002.26242566667
"193","2025-02-24-DA-algae6","2/24/2025","Antarctic Peninsula",-64.73023,-62.59771,"green",NA,7.73388085666667,2154.15978866667,2882.18349066667,4717.094281,2306.929165,140.0260359,1505.936705
"194","2025-02-24-DA-algae7","2/24/2025","Antarctic Peninsula",-64.73031,-62.59599,"algae-free",NA,0,0,0.566198166666667,20.2360411333333,4.53100155066667,1.602062593,11.7838152566667
"195","2025-02-25-OH-algae1","2/25/2025","Antarctic Peninsula",-64.63165,-62.55229,"green",NA,36.6126030966667,2941.40397333333,3678.17028166667,6107.44820266667,2813.32840466667,111.948448013333,1975.05933533333
"196","2025-02-25-OH-algae2","2/25/2025","Antarctic Peninsula",-64.63128,-62.55244,"green",NA,26.7747654533333,2944.264343,3994.00769433333,6433.22208133333,2418.044747,165.901506066667,2098.27873833333
"197","2025-02-25-OH-algae3","2/25/2025","Antarctic Peninsula",-64.63131,-62.55249,"red",NA,125.119618433333,0,121.265798223333,237.369476766667,90.82221111,15.98139589,94.03869689
"198","2025-02-25-OH-algae4","2/25/2025","Antarctic Peninsula",-64.63137,-62.55247,"algae-free",NA,0,0,0,5.883428965,0,0.839556897,7.47646735533333
"199","2025-03-04-PI-algae1","3/4/2025","Antarctic Peninsula",-65.09992,-64.05026,"red",NA,394.400646466667,2519.39209566667,2630.97475566667,4311.47389766667,2723.10699533333,189.510267133333,1303.395811
"200","2025-03-04-PI-algae2","3/4/2025","Antarctic Peninsula",-65.09989,-64.05064,"green",NA,0,2418.70659866667,1919.526873,5084.171074,1799.237832,121.750269633333,1535.24094266667
"201","2025-03-04-PI-algae3","3/4/2025","Antarctic Peninsula",-65.09979,-64.04865,"green",NA,489.5803937,6410.05220333333,5825.71394533333,10015.7950066667,5310.04489866667,482.511566533333,4166.95249466667
"202","2025-03-04-PI-algae4","3/4/2025","Antarctic Peninsula",-65.09989,-64.04892,"algae-free",NA,0,5.397538,25.7729992366667,39.0142205233333,1.154905746,4.56243439666667,20.7769973333333
"203","2025-03-04-PI-algae5","3/4/2025","Antarctic Peninsula",-65.09994,-64.04897,"red",NA,172.580808033333,639.275979133333,414.340490133333,1044.4542893,678.441374066667,60.2251169333333,410.493532233333
"204","2025-03-04-PI-algae6","3/4/2025","Antarctic Peninsula",-65.10005,-64.04859,"green",NA,241.349452666667,1701.53226933333,1588.81187133333,3207.114833,764.517304066667,104.9259858,1336.12939233333
"205","2025-03-05-DP-algae1","3/5/2025","Antarctic Peninsula",-64.81596,-63.5044,"red",NA,29.8263916433333,153.788095676667,111.219198183333,226.805355333333,287.869108366667,16.5860395633333,94.1689438966667
"206","2025-03-05-DP-algae2","3/5/2025","Antarctic Peninsula",-64.81531,-63.50457,"green",NA,995.387426333333,14925.8338866667,11199.97455,25480.6547433333,13255.01223,868.958153666667,7211.18210033333
"207","2025-03-05-DP-algae3","3/5/2025","Antarctic Peninsula",-64.81522,-63.50466,"green",NA,46.01684615,3755.930047,4193.41425733333,6680.171817,2464.678136,168.2802278,2421.73960066667
"208","2025-03-05-DP-algae4","3/5/2025","Antarctic Peninsula",-64.8151,-63.50459,"red",NA,591.275150366667,4969.68327066667,4748.60254133333,11542.95129,7658.683149,393.176290266667,3860.57920433333
"209","2025-03-05-DP-algae5","3/5/2025","Antarctic Peninsula",-64.81534,-63.50828,"algae-free",NA,0,0,0,2.17824331466667,1.29525544433333,1.01572205566667,6.950058787
"210","2025-03-05-DP-algae6","3/5/2025","Antarctic Peninsula",-64.81485,-63.50871,"green",NA,4.54873355566667,3351.22691966667,3061.28732566667,6872.712419,3193.39721466667,244.987352233333,2440.96251466667
"211","2025-03-05-DP-algae7","3/5/2025","Antarctic Peninsula",-64.81666,-63.50599,"red",NA,118.279833033333,112.307263046667,204.143229366667,477.666848966667,200.4712469,23.0167495933333,178.434459333333
"212","2025-03-06-OH-algae1","3/6/2025","Antarctic Peninsula",-64.63179,-62.55252,"green",NA,0,1913.63686533333,2287.44831766667,4562.85129666667,2117.3952,95.69011822,1674.52797233333
"213","2025-03-06-OH-algae2","3/6/2025","Antarctic Peninsula",-64.6318,-62.55257,"red",NA,20.4410748133333,1765.71475333333,1761.375753,3541.72459466667,2535.17125633333,107.155991656667,1267.78123866667
"214","2025-03-06-OH-algae3","3/6/2025","Antarctic Peninsula",-64.63178,-62.55273,"red",NA,27.7522506666667,789.330479033333,717.946673933333,1334.53923566667,778.2560478,53.0323247266667,580.646169933333
"215","2025-03-06-OH-algae4","3/6/2025","Antarctic Peninsula",-64.63155,-62.55252,"green",NA,0,1029.52794046667,1531.21486266667,2674.176552,1059.85335933333,84.03049457,1026.77219756667
"216","2025-03-06-OH-algae5","3/6/2025","Antarctic Peninsula",-64.63155,-62.55241,"algae-free",NA,0,0,1.05673851866667,16.2322502933333,14.5387915066667,2.62310348966667,13.79108078
"217","2025-03-07-NH-algae1","3/7/2025","Antarctic Peninsula",-64.84492,-62.52719,"green",NA,0.620339155,25.1266883466667,41.78179994,95.9405221633333,57.91860737,7.29202979766667,51.8129850466667
"218","2025-03-07-NH-algae2","3/7/2025","Antarctic Peninsula",-64.84514,-62.5301,"algae-free",NA,0,0,0,1.37765608,0,0.939650233666667,6.978167943
"219","2025-03-07-NH-algae3","3/7/2025","Antarctic Peninsula",-64.84514,-62.53061,"algae-free",NA,0,0,0,0.0687374813333333,0,0.902098912666667,5.408789464
"220","2025-3-14-PNI-algae1","3/14/2025","Antarctic Peninsula",-65.10127,-64.05016,"green",NA,45.3780726666667,1530.38316133333,2356.00781633333,4296.94606233333,5302.506489,403.031878233333,2035.79184
"221","2025-3-14-PNI-algae2","3/14/2025","Antarctic Peninsula",-65.10121,-64.04994,"green",NA,110.097380433333,1957.06454766667,3620.32139633333,7983.87368433333,6549.55329433333,573.6540031,3485.26664233333
"222","2025-3-14-PNI-algae3","3/14/2025","Antarctic Peninsula",-65.10115,-64.05106,"green",NA,10.8076417766667,689.266832166667,861.514946333333,1257.71624,1559.70103566667,97.9420196,696.9347107
"223","2025-3-14-PNI-algae4","3/14/2025","Antarctic Peninsula",-65.10096,-64.05178,"green",NA,13.8901593333333,228.590975133333,405.7131141,486.260942733333,333.6022075,43.4826694266667,270.581847766667
"224","2025-3-14-PNI-algae5","3/14/2025","Antarctic Peninsula",-65.10034,-64.04878,"green",NA,242.5447947,1023.84544033333,1679.61525733333,3041.845757,1519.11191266667,266.3622327,1280.581022
"225","2025-3-14-PNI-algae6","3/14/2025","Antarctic Peninsula",-65.10027,-64.04906,"algae-free",NA,0,0,0,5.80931866666667,0,1.89302666666667,9.65887773333333
"226","2025-3-14-PNI-algae7","3/14/2025","Antarctic Peninsula",-65.10021,-64.04852,"green",NA,0,110.54840311,268.9161231,413.414387766667,728.37687,22.2876835533333,239.823293333333
"227","2025-3-14-PNI-algae8","3/14/2025","Antarctic Peninsula",-65.09995,-64.04896,"red",NA,226.841554033333,356.711996633333,575.5553659,896.855293866667,1777.55870766667,148.7059362,501.5413718
"228","2025-3-15-DP-algae1","3/15/2025","Antarctic Peninsula",-64.81759,-63.50373,"red",NA,43.16610625,118.75877075,225.5723635,413.22729675,1321.905529,38.12862325,223.00636975
"229","2025-3-15-DP-algae2","3/15/2025","Antarctic Peninsula",-64.81727,-63.30544,"red",NA,2.46314767666667,0,71.3500581033333,106.1870144,422.312664733333,14.3165603633333,60.21396879
"230","2025-3-15-DP-algae3","3/15/2025","Antarctic Peninsula",-64.8172,-63.50681,"algae-free",NA,19.1205372366667,141.549519933333,312.103417533333,516.757586266667,491.343556633333,46.85036893,254.4553427
"231","2025-3-15-DP-algae4","3/15/2025","Antarctic Peninsula",-64.81717,-63.50692,"algae-free",NA,0,0,0,0,0,1.00566026833333,9.592060929
"232","2025-3-15-DP-algae5","3/15/2025","Antarctic Peninsula",-64.81726,-63.50746,"red",NA,18.6263186666667,0,54.109504,92.5355001333333,227.1660348,3.01709013333333,48.9990026666667
"233","2025-3-15-DP-algae6","3/15/2025","Antarctic Peninsula",-64.81674,-63.50619,"red",NA,0,67.4089411833333,244.875276566667,347.983248666667,514.942390866667,22.8590584833333,180.6167513
"234","2025-3-15-DP-algae7","3/15/2025","Antarctic Peninsula",-64.81668,-63.50583,"green",NA,21.8155884433333,1422.69803633333,3674.81754766667,6221.83477233333,8105.75787266667,305.585640566667,2854.18406933333
"235","2025-3-15-DP-algae8","3/15/2025","Antarctic Peninsula",-64.81481,-63.50442,"red",NA,94.8213651366667,459.799188466667,678.569574233333,1068.627951,2021.75126733333,120.403572033333,550.613696366667
"236","2025-3-15-DP-algae9","3/15/2025","Antarctic Peninsula",-64.8149,-63.50391,"red",NA,7.59453506666667,46.9100857333333,113.7943376,148.669408266667,500.732770666667,17.0305610666667,93.4791321333333
"237","2025-3-15-DP-algae10","3/15/2025","Antarctic Peninsula",-64.81508,-63.50348,"red",NA,147.962366266667,415.347760766667,553.588623033333,838.388882066667,3220.66687766667,112.450980933333,567.260494666667
"238","2025-3-16-NH-algae1","3/16/2025","Antarctic Peninsula",-64.84504,-62.52899,"red",NA,NA,NA,NA,NA,NA,NA,NA
"239","2025-3-16-NH-algae2","3/16/2025","Antarctic Peninsula",-64.84496,-62.52764,"red",NA,NA,NA,NA,NA,NA,NA,NA
"240","2025-3-16-NH-algae3","3/16/2025","Antarctic Peninsula",-64.84508,-62.52747,"red",NA,NA,NA,NA,NA,NA,NA,NA
"241","2025-3-16-NH-algae4","3/16/2025","Antarctic Peninsula",-64.8448,-62.52658,"algae-free",NA,NA,NA,NA,NA,NA,NA,NA
